ISIN,SP_Rating,Moody_Rating,Currency,Is_Emerging_Market,Seniority,Callable,Days_to_Settle,Collateral_Type,Coupon_Frequency,Coupon_Type,Industry_Group,Industry_Sector,Industry_SubGroup,Issuer_Name,Ticker,Country_Of_Domicile,Risk_Stripe
3654,9,18,0,0,2,0,3,4,0,1,64,1,167,645,501,4,0
722,15,13,0,0,2,1,3,4,1,2,4,3,4,238,184,4,10
225,12,18,0,0,2,1,3,2,0,1,35,4,51,94,83,4,12
6543,9,4,0,0,2,1,3,4,0,1,41,8,101,1081,803,4,6
2991,1,15,0,0,2,0,3,4,0,1,19,5,26,451,346,4,0
3857,13,14,0,0,6,1,3,6,0,1,17,1,213,689,537,4,0
2966,9,15,0,0,2,0,3,4,0,1,64,1,167,442,341,4,2
11192,13,16,0,0,4,1,3,6,0,1,11,3,15,1766,1312,4,0
8570,10,2,0,0,2,0,3,4,0,1,19,5,133,1376,1022,4,0
11445,11,12,0,0,2,1,3,4,0,1,26,8,296,1810,1341,4,0
4805,11,14,0,0,4,1,3,6,0,1,23,1,31,876,662,4,0
281,11,13,0,0,2,1,3,4,0,1,38,9,62,115,98,4,8
3482,9,15,0,0,2,1,3,4,0,1,36,9,158,602,467,4,6
7233,4,18,0,0,2,1,3,2,0,1,38,9,62,1281,946,4,8
10925,6,6,0,0,2,0,3,4,0,1,15,1,103,1689,1248,4,2
7234,4,18,0,0,2,1,3,2,0,1,38,9,62,1281,946,4,8
9565,3,18,0,0,2,1,3,2,0,1,64,1,268,1475,1090,4,10
10179,3,2,0,0,2,1,3,4,0,1,41,8,283,1648,1221,4,0
6776,3,18,0,0,2,1,3,2,0,1,16,5,23,1156,859,4,0
3038,4,18,0,0,2,1,3,2,0,1,64,1,167,466,358,4,10
4562,16,6,0,0,4,1,3,17,0,1,20,7,29,793,310,4,5
4388,2,9,0,0,2,1,3,2,0,1,18,5,220,748,582,4,9
9734,0,2,0,0,2,1,3,2,0,1,10,0,49,1537,1132,4,0
367,1,15,0,0,2,1,3,4,0,1,8,2,9,148,123,4,4
11870,13,14,0,0,2,1,3,2,0,1,26,8,43,1913,1418,4,0
3347,3,9,0,0,6,1,3,6,0,1,23,1,31,574,443,4,10
6544,9,4,0,0,2,1,3,4,0,1,41,8,101,1081,803,4,6
9383,13,14,0,0,6,1,3,6,0,1,60,5,179,1422,1052,4,0
6329,1,,0,0,2,1,3,4,0,1,10,0,65,1023,754,4,1
11092,14,2,0,0,2,1,3,2,0,1,10,0,229,1725,1280,4,0
12339,16,10,0,0,2,0,3,4,0,1,0,0,5,1777,1320,4,1
3165,5,6,0,0,2,0,3,4,0,1,34,1,50,512,400,4,2
9857,17,17,0,0,2,0,3,4,0,1,49,9,88,1585,1171,4,6
3652,2,2,0,0,2,1,3,2,0,5,17,1,53,644,500,4,0
6888,1,4,0,0,2,0,3,2,0,1,12,5,140,1208,896,4,2
7752,14,11,0,0,2,1,3,2,0,1,28,3,37,1327,978,4,0
8613,9,4,0,0,2,1,3,4,0,1,48,0,200,1392,1035,4,14
6880,16,10,0,0,2,1,3,4,0,1,48,0,185,1205,897,4,0
3653,2,2,0,0,2,1,3,2,0,1,17,1,53,644,500,4,0
11514,10,11,0,0,2,1,3,2,0,1,64,1,167,1830,1360,17,10
3831,6,5,0,0,4,1,3,24,0,1,20,7,29,680,530,4,5
9783,12,13,0,0,6,1,3,6,0,1,10,0,14,1561,1152,4,0
9832,14,14,0,0,2,1,3,2,0,1,29,8,154,1576,1162,17,8
9302,6,6,0,0,2,1,3,4,0,1,11,3,18,1411,756,4,4
3786,6,6,0,0,8,0,3,9,0,1,17,1,137,668,520,4,0
11842,3,2,0,0,2,1,3,4,0,1,38,9,62,1904,1413,4,8
11041,1,15,0,0,2,1,3,4,0,1,2,1,74,1709,1266,4,2
6580,11,12,0,0,2,1,3,4,0,1,27,4,67,1094,813,4,0
10106,11,12,0,0,2,1,3,2,0,1,17,1,279,1626,1200,4,0
449,12,13,0,0,2,1,3,4,0,1,1,0,44,166,71,4,0
3372,10,11,0,0,2,0,3,4,0,1,0,0,107,577,446,4,7
9860,17,17,0,0,2,0,3,4,0,1,49,9,88,1585,1171,4,6
3187,16,6,0,0,2,1,3,4,0,1,38,9,62,520,406,4,6
6545,9,4,0,0,2,1,3,4,0,1,41,8,101,1081,803,4,6
3440,9,4,0,0,2,1,3,4,0,1,12,5,21,592,460,4,2
2970,16,4,0,0,2,1,3,4,0,1,35,4,171,443,342,4,2
5494,16,10,0,0,2,0,3,2,0,1,7,4,8,936,699,4,1
6482,0,1,0,0,2,1,3,2,0,1,28,3,37,1058,784,4,4
4372,1,,0,0,0,1,3,0,0,1,0,0,161,742,577,4,0
10109,1,7,0,0,2,1,3,4,0,1,10,0,65,1628,1203,4,0
1680,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
303,9,10,0,0,2,0,3,4,0,1,10,0,65,120,103,4,1
7059,0,7,0,0,2,0,3,4,0,1,7,4,8,1267,934,4,1
6980,6,10,0,0,0,0,3,0,0,7,0,0,160,1239,649,4,1
9382,9,18,0,0,2,0,3,4,0,1,26,8,36,1421,1051,4,0
3208,2,9,0,0,2,0,3,4,0,1,67,4,188,533,417,4,0
9846,17,17,0,0,2,0,3,4,0,1,49,9,88,1585,1171,4,6
2953,9,15,0,0,2,0,3,4,0,1,64,1,167,441,341,4,2
4600,0,15,0,0,2,0,3,4,0,1,2,1,156,805,624,4,2
6884,16,10,0,0,2,0,3,4,0,1,48,0,185,1205,897,4,0
3879,0,15,0,0,1,1,3,12,1,2,0,0,160,697,311,4,0
2954,9,15,0,0,2,0,3,4,0,1,64,1,167,441,341,4,2
2891,4,18,0,0,2,0,3,4,0,1,64,1,166,430,333,4,0
4815,1,15,0,0,2,0,3,4,0,1,26,8,43,880,665,4,6
5533,6,6,0,0,2,0,3,4,0,1,35,4,231,945,707,4,2
417,12,18,0,0,2,0,3,4,0,1,35,4,83,159,133,4,12
1094,6,6,0,0,2,0,3,4,0,1,4,3,146,332,260,4,4
6569,0,7,0,0,2,0,3,2,0,1,28,3,37,1090,594,4,4
3886,9,18,0,0,2,0,3,2,0,1,29,8,40,702,155,4,6
11553,16,4,0,0,2,0,3,4,0,1,1,0,44,1842,1369,4,3
5988,9,15,0,0,2,0,3,4,0,1,20,7,29,1009,635,4,5
3586,6,6,0,0,2,0,3,4,0,1,12,5,21,628,490,1,2
3188,16,6,0,0,2,1,3,4,0,1,38,9,62,520,406,4,6
2971,16,4,0,0,2,1,3,4,0,1,35,4,171,443,342,4,2
1032,16,6,0,0,2,0,3,4,0,1,20,7,29,306,234,4,5
10923,6,6,0,0,2,0,3,4,0,1,15,1,103,1689,1248,4,2
659,6,6,0,0,4,0,3,6,0,1,20,7,29,206,172,4,5
4478,6,10,0,0,2,0,3,4,0,1,28,3,37,777,606,4,0
11775,1,15,0,0,1,1,3,1,0,1,1,0,12,1890,973,4,3
9496,0,7,0,0,2,0,3,2,0,1,2,1,156,1453,1074,4,2
5996,9,15,0,0,2,1,3,4,0,1,20,7,29,1009,635,4,5
3166,5,6,0,0,2,0,3,4,0,1,34,1,50,512,400,4,2
6889,1,4,0,0,2,0,3,2,0,1,12,5,140,1208,896,4,2
3832,6,5,0,0,4,1,3,24,0,1,20,7,29,680,530,4,5
9303,6,6,0,0,2,1,3,4,0,1,11,3,18,1410,756,4,4
11042,1,15,0,0,2,1,3,4,0,1,2,1,74,1709,1266,4,2
2998,9,15,0,0,2,0,3,4,0,1,1,0,54,452,347,4,3
11183,1,15,0,0,2,0,3,2,0,1,1,0,294,1761,1307,4,3
2972,16,4,0,0,2,1,3,4,0,1,35,4,171,443,342,4,2
3518,17,3,0,0,8,0,3,9,0,1,17,1,177,615,479,4,0
3439,9,4,0,0,2,1,3,4,0,1,12,5,21,592,460,4,2
6720,0,15,0,0,1,1,3,2,0,0,28,3,37,1146,851,4,4
3267,9,10,0,0,2,0,3,4,0,1,12,5,21,544,303,4,2
3161,5,6,0,0,2,0,3,4,0,1,34,1,50,512,400,4,2
4475,4,18,0,0,0,0,3,0,0,4,0,0,120,776,605,4,0
3048,4,18,0,0,3,1,3,3,0,4,4,3,4,471,363,4,0
751,13,16,0,0,2,0,3,2,0,1,10,0,108,246,189,4,7
10979,20,,0,,,0,0,,0,9,70,6,205,1693,1251,4,0
3155,2,1,0,0,2,1,3,2,0,1,31,4,45,510,398,4,0
4407,3,2,0,0,6,0,3,6,0,1,29,8,100,752,586,4,8
1165,14,11,0,0,2,1,3,2,1,2,17,1,73,360,284,4,8
3968,16,6,0,0,2,0,3,2,0,1,72,4,218,733,573,4,0
11552,0,7,0,0,2,0,3,4,0,1,35,4,298,1841,1368,8,0
1497,16,4,0,0,2,0,3,4,0,1,0,0,5,402,314,4,1
3700,2,1,0,0,2,0,3,2,0,1,21,5,28,661,449,4,0
5937,6,6,0,0,2,0,3,4,0,1,26,8,38,998,738,4,6
13070,1,7,0,0,2,0,3,4,0,1,4,3,146,1959,1448,4,4
5447,3,1,0,0,2,1,3,2,0,1,28,3,37,920,689,4,4
10968,0,7,0,0,2,0,3,2,0,1,28,3,37,1090,594,4,4
13175,6,6,0,0,2,0,3,4,0,1,11,3,15,2001,1479,4,4
491,2,11,0,0,2,0,3,2,0,1,10,0,97,187,156,4,7
3881,11,14,0,0,4,1,3,6,0,1,35,4,184,699,545,4,0
1962,6,6,0,0,7,0,3,10,0,1,0,0,161,406,318,4,1
166,9,4,0,0,2,0,3,4,0,1,29,8,40,75,66,4,6
12067,16,10,0,0,2,0,3,4,3,0,0,0,5,1777,1320,4,1
11147,3,9,0,0,2,1,3,2,0,1,32,4,46,1752,1301,4,9
6817,10,2,0,0,2,1,3,2,0,1,11,3,18,1174,874,4,0
6641,4,18,0,0,2,1,3,4,0,4,20,7,29,1123,839,4,15
4666,16,6,0,0,2,0,3,4,0,1,20,7,29,820,633,4,5
118,10,16,0,0,6,1,3,6,0,1,24,2,32,62,56,4,9
8589,18,20,0,0,2,1,3,2,0,1,35,4,187,1387,1031,4,12
10989,3,9,0,0,2,1,3,2,0,1,4,3,4,1698,1256,4,10
11712,14,16,0,0,2,1,3,2,0,1,30,2,41,1881,1399,1,0
11513,1,,0,0,2,0,3,4,0,1,47,0,84,1829,1359,4,1
10101,11,18,0,0,2,1,3,4,0,1,17,1,279,1624,1200,4,0
10969,0,7,0,0,2,1,3,2,0,1,28,3,37,1090,594,4,4
6002,9,15,0,0,2,1,3,4,0,1,20,7,29,1009,635,4,5
6688,11,12,0,0,2,1,3,2,0,1,26,8,234,1137,849,4,0
179,13,2,0,0,6,1,3,6,0,1,17,1,24,78,70,4,0
5471,1,10,0,0,2,1,3,4,0,1,20,7,29,930,695,4,5
1168,16,6,0,0,4,0,3,17,0,1,20,7,29,361,285,4,0
6976,0,7,0,0,2,1,3,4,0,1,0,0,120,1236,910,4,1
